"nchutefezgol","gol","nchutenogol","chutes","chutesgol","possebola","passes","precisaopasses","faltas","cartaoamarelo","cartaovermelho","impedimentos","escanteios","data","diaSemana","time","estadio","resultado"
0.04,1,0.42,24,8,0.57,570,0.86,10,2,0,0,12,"08/06/19","qui","Grêmio","casa","venceu"
0.08,1,0.33,13,7,0.57,570,0.88,8,1,0,0,10,"13/07/19","sex","Grêmio","casa","venceu"
0.08,1,0.33,12,6,0.66,622,0.88,10,1,0,2,10,"05/08/19","sex","Grêmio","casa","empatou"
0.13,2,0.39,12,6,0.69,622,0.88,17,2,0,3,10,"17/08/19","sáb","Grêmio","casa","empatou"
0.13,2,0.39,14,6,0.69,622,0.88,17,2,0,2,4,"15/09/19","sáb","Grêmio","casa","venceu"
0.13,3,0.39,22,9,0.68,628,0.88,13,0,0,1,11,"26/09/19","sáb","Grêmio","casa","venceu"
0.14,3,0.45,14,8,0.64,628,0.89,13,0,0,0,6,"05/10/19","qua","Grêmio","casa","empatou"
0.14,3,0.45,18,8,0.64,609,0.88,12,1,0,1,10,"09/10/19","seg","Grêmio","casa","venceu"
0.18,2,0.36,11,4,0.65,609,0.89,12,1,0,1,6,"16/10/19","qua","Grêmio","casa","perdeu"
0,0,0.33,18,4,0.65,609,0.9,12,3,0,1,10,"27/10/19","ter","Grêmio","casa","venceu"
0.14,2,0.36,18,6,0.63,554,0.9,13,3,0,1,5,"03/11/19","qua","Grêmio","casa","venceu"
0.1,2,0.43,21,9,0.59,518,0.87,13,3,0,1,5,"07/11/19","seg","Grêmio","casa","venceu"
0.11,2,0.43,21,9,0.59,518,0.87,15,3,0,1,5,"17/11/19","dom","Grêmio","casa","perdeu"
0.1,2,0.27,21,6,0.65,559,0.87,15,2,0,1,10,"01/12/19","qua","Grêmio","casa","venceu"
0.11,2,0.27,19,4,0.65,559,0.84,15,1,0,0,10,"05/12/19","seg","Grêmio","casa","venceu"
0.14,2,0.31,14,6,0.63,559,0.84,11,0,0,1,5,"09/08/20","qui","Grêmio","casa","venceu"
0.14,2,0.31,14,4,0.53,496,0.8,15,0,0,1,5,"15/08/20","qui","Grêmio","casa","empatou"
0.07,1,0.33,15,7,0.53,496,0.86,16,2,0,1,6,"03/09/20","sáb","Grêmio","casa","perdeu"
0.03,1,0.27,24,7,0.53,496,0.86,16,2,0,1,7,"13/09/20","sex","Grêmio","casa","empatou"
0.03,1,0.24,24,7,0.57,532,0.86,11,1,0,1,7,"20/09/20","dom","Grêmio","casa","empatou"
0.07,1,0.23,14,3,0.64,590,0.86,11,1,0,1,6,"03/10/20","seg","Grêmio","casa","empatou"
0.07,1,0.23,14,3,0.57,532,0.85,15,1,1,1,6,"07/10/20","sáb","Grêmio","casa","venceu"
0.08,1,0.36,13,5,0.49,466,0.83,18,2,0,1,6,"14/10/20","seg","Grêmio","casa","venceu"
0.18,2,0.4,11,5,0.49,466,0.83,15,2,1,1,5,"02/11/20","qua","Grêmio","casa","venceu"
0.18,2,0.4,11,4,0.51,479,0.83,13,2,0,1,3,"14/11/20","qui","Grêmio","casa","venceu"
0.25,3,0.4,11,4,0.56,579,0.86,11,1,0,1,3,"30/11/20","qua","Grêmio","casa","venceu"
0.18,2,0.38,16,7,0.61,680,0.9,13,1,0,1,3,"06/12/20","qua","Grêmio","casa","venceu"
0.18,4,0.44,22,10,0.61,680,0.9,9,2,0,1,5,"06/01/21","sáb","Grêmio","casa","venceu"
0.18,2,0.38,22,10,0.6,604,0.89,11,2,0,1,5,"27/12/20","seg","Grêmio","casa","venceu"
0.18,2,0.4,11,4,0.49,407,0.83,11,2,0,1,5,"20/01/21","ter","Grêmio","casa","empatou"
0.18,2,0.38,10,3,0.49,407,0.83,11,2,0,1,3,"28/01/21","sex","Grêmio","casa","perdeu"
0.2,2,0.4,8,4,0.51,548,0.84,11,2,0,1,3,"03/02/21","sex","Grêmio","casa","empatou"
0.18,2,0.38,8,5,0.58,548,0.87,12,5,0,1,3,"14/02/21","sex","Grêmio","casa","perdeu"
0.2,2,0.6,8,5,0.52,539,0.87,15,5,0,1,5,"21/02/21","dom","Grêmio","casa","venceu"
0.18,1,0.35,11,3,0.52,520,0.86,19,4,0,1,5,"13/06/21","sex","Grêmio","casa","perdeu"
0.09,1,0.18,10,2,0.52,520,0.86,19,4,0,0,5,"24/06/21","sex","Grêmio","casa","empatou"
0.09,1,0.18,11,2,0.5,463,0.86,21,3,0,1,6,"27/06/21","seg","Grêmio","casa","empatou"
0,0,0.28,18,5,0.58,415,0.81,21,2,0,1,7,"04/07/21","qua","Grêmio","casa","perdeu"
0,0,0.28,19,5,0.58,415,0.81,16,2,0,2,10,"10/07/21","qua","Grêmio","casa","empatou"
0,0,0.19,18,4,0.58,409,0.81,13,2,0,2,10,"24/07/21","dom","Grêmio","casa","empatou"
0,0,0.19,12,4,0.52,471,0.77,16,3,0,2,8,"09/08/21","sex","Grêmio","casa","venceu"
0.08,1,0.18,12,3,0.52,471,0.77,14,1,0,2,8,"21/08/21","sáb","Grêmio","casa","venceu"
0.1,2,0.33,15,4,0.53,489,0.82,14,1,0,1,8,"28/08/21","seg","Grêmio","casa","perdeu"
0.1,2,0.18,15,3,0.53,489,0.82,14,1,0,0,6,"12/09/21","sex","Grêmio","casa","venceu"
0.13,2,0.23,13,3,0.44,462,0.82,17,1,0,0,5,"03/10/21","ter","Grêmio","casa","perdeu"
0.05,1,0.23,13,3,0.44,462,0.85,21,1,0,0,6,"06/10/21","sáb","Grêmio","casa","empatou"
0.1,2,0.32,20,7,0.63,520,0.84,21,2,0,0,7,"17/10/21","sáb","Grêmio","casa","venceu"
0.1,2,0.35,20,7,0.63,520,0.84,21,2,0,0,7,"31/10/21","ter","Grêmio","casa","perdeu"
0.1,2,0.35,15,7,0.55,492,0.82,24,2,0,1,6,"09/11/21","sáb","Grêmio","casa","venceu"
0.07,1,0.33,15,7,0.49,445,0.82,24,3,0,1,6,"16/11/21","seg","Grêmio","casa","venceu"
0.07,1,0.33,25,7,0.49,445,0.82,18,3,0,2,6,"23/11/21","ter","Grêmio","casa","empatou"
0.11,2,0.4,25,8,0.51,445,0.82,15,2,0,2,6,"02/12/21","sáb","Grêmio","casa","venceu"
0.12,3,0.44,18,8,0.51,427,0.81,15,2,0,2,6,"09/12/21","seg","Grêmio","casa","venceu"
0.18,3,0.47,17,8,0.45,398,0.81,15,3,0,1,5,"01/05/19","sáb","Grêmio","fora","empatou"
0.25,3,0.5,7,4,0.45,398,0.79,17,3,0,0,4,"11/05/19","qui","Grêmio","fora","empatou"
0.25,1,0.5,7,2,0.52,504,0.83,17,3,0,1,3,"19/05/19","dom","Grêmio","fora","perdeu"
0.06,1,0.25,8,2,0.57,504,0.83,17,4,0,1,4,"01/06/19","ter","Grêmio","fora","perdeu"
0,0,0.25,8,2,0.58,513,0.85,16,4,0,1,4,"12/06/19","ter","Grêmio","fora","venceu"
0.06,1,0.29,14,4,0.58,515,0.87,11,2,0,4,7,"20/07/19","dom","Grêmio","fora","empatou"
0.07,1,0.3,10,3,0.58,537,0.87,11,2,0,4,4,"29/07/19","qui","Grêmio","fora","empatou"
0.07,1,0.3,14,3,0.58,526,0.85,13,2,0,2,6,"10/08/19","qui","Grêmio","fora","perdeu"
0.1,1,0.29,10,2,0.58,526,0.82,14,2,0,1,3,"31/08/19","ter","Grêmio","fora","empatou"
0,0,0.29,7,2,0.45,426,0.82,13,2,0,1,5,"08/09/19","sex","Grêmio","fora","venceu"
0.14,1,0.33,7,3,0.45,426,0.82,10,1,0,0,3,"21/09/19","dom","Grêmio","fora","venceu"
0.25,3,0.43,12,4,0.45,426,0.79,10,1,0,0,2,"29/09/19","qua","Grêmio","fora","perdeu"
0.25,3,0.33,12,4,0.48,531,0.87,10,4,0,0,2,"13/10/19","sáb","Grêmio","fora","venceu"
0.25,3,0.43,14,6,0.53,526,0.85,9,4,0,1,4,"19/10/19","sáb","Grêmio","fora","perdeu"
0.08,1,0.31,14,4,0.57,526,0.87,9,1,0,1,6,"30/10/19","sáb","Grêmio","fora","venceu"
0.29,3,0.43,13,4,0.57,504,0.85,13,1,0,0,4,"10/11/19","sex","Grêmio","fora","venceu"
0.14,1,0.31,9,4,0.57,496,0.87,13,2,0,0,4,"24/11/19","ter","Grêmio","fora","venceu"
0.29,2,0.43,7,3,0.57,496,0.85,13,2,0,0,4,"08/12/19","sex","Grêmio","fora","perdeu"
0.14,2,0.4,7,3,0.55,477,0.85,13,2,0,1,4,"12/08/20","seg","Grêmio","fora","empatou"
0.13,2,0.43,14,6,0.58,571,0.85,8,1,0,1,4,"19/08/20","ter","Grêmio","fora","empatou"
0.1,1,0.4,14,6,0.55,392,0.8,8,1,0,2,4,"23/08/20","dom","Grêmio","fora","empatou"
0.07,1,0.29,14,4,0.54,474,0.82,17,2,0,0,4,"06/09/20","qua","Grêmio","fora","empatou"
0.1,1,0.29,10,2,0.51,471,0.82,17,2,0,1,3,"10/09/20","seg","Grêmio","fora","venceu"
0.11,1,0.33,14,4,0.51,474,0.83,13,2,1,1,4,"26/09/20","dom","Grêmio","fora","perdeu"
0.11,1,0.33,9,4,0.49,471,0.83,11,2,1,1,4,"11/10/20","qui","Grêmio","fora","perdeu"
0.11,1,0.36,11,4,0.46,408,0.8,11,2,1,2,4,"17/10/20","sex","Grêmio","fora","empatou"
0.09,1,0.36,11,4,0.44,316,0.79,14,2,0,2,7,"25/10/20","seg","Grêmio","fora","venceu"
0.09,1,0.25,11,2,0.37,314,0.78,14,2,0,2,7,"08/11/20","qui","Grêmio","fora","venceu"
0.08,1,0.25,11,2,0.37,316,0.79,13,1,0,2,5,"22/11/20","dom","Grêmio","fora","empatou"
0.08,1,0.25,13,3,0.41,396,0.82,13,1,0,1,5,"12/12/20","qui","Grêmio","fora","empatou"
0,0,0.29,15,4,0.61,446,0.82,13,1,0,2,9,"19/12/20","sex","Grêmio","fora","empatou"
0,0,0.2,15,3,0.61,518,0.87,10,1,0,2,9,"09/01/21","qua","Grêmio","fora","empatou"
0,0,0.27,13,3,0.57,446,0.82,10,1,0,2,7,"15/01/21","qua","Grêmio","fora","empatou"
0.08,1,0.27,12,3,0.55,518,0.87,10,1,0,1,7,"24/01/21","dom","Grêmio","fora","perdeu"
0.08,1,0.33,11,3,0.55,467,0.82,12,2,0,1,5,"31/01/21","ter","Grêmio","fora","empatou"
0.08,1,0.33,12,3,0.55,469,0.87,12,2,0,1,3,"08/02/21","qui","Grêmio","fora","venceu"
0.11,1,0.33,13,3,0.54,468,0.86,15,2,0,1,2,"25/02/21","sex","Grêmio","fora","perdeu"
0.05,1,0.15,15,3,0.53,468,0.86,12,0,0,1,3,"30/05/21","ter","Grêmio","fora","perdeu"
0.17,2,0.25,13,3,0.54,468,0.83,18,0,0,0,4,"17/06/21","qua","Grêmio","fora","perdeu"
0,0,0.25,14,3,0.65,520,0.83,12,3,0,0,7,"30/06/21","sex","Grêmio","fora","perdeu"
0,0,0.25,13,3,0.67,600,0.87,12,3,0,1,6,"07/07/21","sáb","Grêmio","fora","perdeu"
0,0,0.33,13,4,0.67,600,0.88,12,2,0,1,6,"17/07/21","sex","Grêmio","fora","venceu"
0,0,0.23,12,3,0.53,465,0.88,12,2,0,0,5,"31/07/21","seg","Grêmio","fora","perdeu"
0,0,0.14,8,1,0.47,465,0.85,16,2,0,0,5,"14/08/21","qui","Grêmio","fora","perdeu"
0.11,1,0.14,8,1,0.43,416,0.8,16,2,0,0,4,"18/08/21","ter","Grêmio","fora","venceu"
0.11,1,0.33,7,3,0.47,370,0.75,16,2,0,1,5,"19/09/21","sáb","Grêmio","fora","venceu"
0.11,1,0.43,9,3,0.38,330,0.73,16,4,0,1,4,"26/09/21","seg","Grêmio","fora","perdeu"
0.13,1,0.45,11,5,0.46,370,0.75,17,5,0,0,7,"10/10/21","qui","Grêmio","fora","perdeu"
0.09,1,0.45,11,5,0.4,330,0.75,18,5,0,0,4,"13/10/21","seg","Grêmio","fora","perdeu"
0,0,0.38,13,5,0.46,437,0.82,18,5,0,1,4,"25/10/21","ter","Grêmio","fora","perdeu"
0,0,0.38,13,5,0.53,404,0.82,17,5,1,1,4,"03/11/21","sex","Grêmio","fora","perdeu"
0,0,0.36,14,5,0.53,404,0.82,17,6,0,2,8,"06/11/21","ter","Grêmio","fora","perdeu"
0,0,0.36,14,5,0.54,404,0.82,17,6,1,1,8,"13/11/21","qui","Grêmio","fora","perdeu"
0.04,1,0.36,14,5,0.6,451,0.82,16,3,0,2,8,"20/11/21","sáb","Grêmio","fora","venceu"
0.04,1,0.31,24,6,0.61,515,0.83,17,1,0,1,8,"26/11/21","sáb","Grêmio","fora","perdeu"
0.09,1,0.27,24,6,0.63,515,0.83,16,1,0,0,9,"05/12/21","qua","Grêmio","fora","empatou"
0.06,1,0.31,16,5,0.51,392,0.83,16,1,0,0,8,"02/06/19","qua","Chapecoense","casa","perdeu"
0.06,1,0.22,18,4,0.53,410,0.83,16,1,0,1,8,"13/06/19","qua","Chapecoense","casa","empatou"
0.06,1,0.22,18,4,0.53,410,0.81,14,2,0,1,5,"14/07/19","sáb","Chapecoense","casa","perdeu"
0.07,1,0.22,15,4,0.38,296,0.78,14,2,0,1,5,"28/07/19","qua","Chapecoense","casa","empatou"
0.07,1,0.25,15,4,0.38,296,0.76,16,2,0,1,5,"18/08/19","dom","Chapecoense","casa","venceu"
0.07,1,0.2,15,3,0.41,317,0.7,20,1,0,2,5,"31/08/19","ter","Chapecoense","casa","perdeu"
0,0,0.25,12,4,0.47,360,0.76,17,1,0,1,5,"14/09/19","sex","Chapecoense","casa","perdeu"
0.05,1,0.37,12,5,0.52,399,0.81,17,2,0,1,5,"02/10/19","sáb","Chapecoense","casa","perdeu"
0,0,0.37,14,5,0.55,399,0.81,17,2,0,1,7,"06/10/19","qui","Chapecoense","casa","perdeu"
0,0,0.29,14,4,0.55,397,0.79,16,2,0,1,7,"13/10/19","sáb","Chapecoense","casa","empatou"
0,0,0.29,14,4,0.55,397,0.79,16,1,0,1,9,"20/10/19","seg","Chapecoense","casa","empatou"
0.05,1,0.33,12,4,0.49,311,0.81,16,1,0,1,6,"02/11/19","ter","Chapecoense","casa","perdeu"
0.05,1,0.33,22,8,0.49,313,0.83,19,2,0,0,6,"10/11/19","sex","Chapecoense","casa","perdeu"
0,0,0.3,17,4,0.48,313,0.85,19,2,0,0,6,"17/11/19","dom","Chapecoense","casa","venceu"
0,0,0.3,17,5,0.4,325,0.85,13,2,0,0,6,"27/11/19","sex","Chapecoense","casa","perdeu"
0,0,0.12,17,3,0.48,396,0.85,12,2,0,0,5,"04/12/19","dom","Chapecoense","casa","venceu"
0.08,1,0.32,19,5,0.56,396,0.85,13,2,0,0,5,"30/05/21","ter","Chapecoense","casa","perdeu"
0,0,0.2,19,3,0.56,428,0.85,12,1,0,0,5,"13/06/21","sex","Chapecoense","casa","empatou"
0,0,0.32,10,3,0.43,428,0.79,16,1,0,0,2,"24/06/21","sex","Chapecoense","casa","perdeu"
0,0,0.38,10,3,0.43,366,0.78,12,2,0,0,5,"04/07/21","qua","Chapecoense","casa","perdeu"
0,0,0.38,8,3,0.47,366,0.76,14,2,0,2,9,"08/07/21","seg","Chapecoense","casa","perdeu"
0,0,0.29,11,4,0.47,389,0.78,14,2,0,2,9,"18/07/21","sáb","Chapecoense","casa","perdeu"
0,0,0.29,11,4,0.42,389,0.81,15,2,0,2,6,"01/08/21","ter","Chapecoense","casa","perdeu"
0,0,0.3,14,6,0.42,372,0.81,17,2,0,2,6,"16/08/21","dom","Chapecoense","casa","empatou"
0.1,1,0.5,11,6,0.41,361,0.77,15,1,0,1,6,"07/09/21","sex","Chapecoense","casa","perdeu"
0.09,1,0.3,11,5,0.44,361,0.77,17,0,0,1,6,"18/09/21","sex","Chapecoense","casa","perdeu"
0.09,1,0.27,11,3,0.54,461,0.84,16,1,0,1,8,"03/10/21","ter","Chapecoense","casa","empatou"
0.09,1,0.27,11,3,0.54,461,0.84,16,1,0,1,8,"06/10/21","sáb","Chapecoense","casa","empatou"
0.17,1,0.33,10,3,0.37,345,0.72,12,2,0,1,7,"13/10/21","seg","Chapecoense","casa","empatou"
0.17,1,0.33,10,4,0.37,313,0.71,12,2,0,1,5,"16/10/21","sex","Chapecoense","casa","perdeu"
0.12,1,0.3,10,4,0.37,291,0.71,17,3,0,2,4,"08/11/21","sex","Chapecoense","casa","empatou"
0.12,1,0.21,14,3,0.37,302,0.71,17,3,0,3,5,"14/11/21","sex","Chapecoense","casa","perdeu"
0.12,1,0.21,12,3,0.4,302,0.72,15,3,0,2,6,"20/11/21","sáb","Chapecoense","casa","perdeu"
0.1,1,0.33,12,4,0.4,308,0.7,15,2,0,2,6,"03/12/21","dom","Chapecoense","casa","perdeu"
0,0,0.33,10,4,0.43,354,0.77,17,2,0,2,4,"06/12/21","qui","Chapecoense","casa","perdeu"
0,0,0.4,10,4,0.37,308,0.73,17,2,0,0,4,"01/05/19","sáb","Chapecoense","fora","perdeu"
0,0,0.1,10,1,0.43,354,0.77,16,2,0,1,3,"12/05/19","sáb","Chapecoense","fora","perdeu"
0,0,0.35,14,6,0.43,362,0.78,10,3,0,1,4,"26/05/19","ter","Chapecoense","fora","venceu"
0.05,1,0.35,10,5,0.43,362,0.78,10,3,0,1,2,"10/06/19","sáb","Chapecoense","fora","perdeu"
0.08,1,0.35,12,5,0.43,350,0.81,11,3,0,0,4,"22/07/19","ter","Chapecoense","fora","perdeu"
0.08,1,0.25,10,2,0.49,350,0.81,17,3,0,0,3,"10/08/19","qui","Chapecoense","fora","perdeu"
0.07,1,0.21,12,2,0.51,405,0.82,17,2,0,1,4,"05/08/19","sex","Chapecoense","fora","empatou"
0.07,1,0.25,9,3,0.51,405,0.82,16,3,0,1,3,"26/08/19","qua","Chapecoense","fora","empatou"
0.07,1,0.33,14,4,0.39,285,0.71,16,2,0,1,4,"08/09/19","sex","Chapecoense","fora","perdeu"
0,0,0.33,15,4,0.39,285,0.71,16,1,0,0,4,"22/09/19","seg","Chapecoense","fora","perdeu"
0,0,0.25,15,3,0.39,303,0.71,16,1,0,0,4,"09/10/19","seg","Chapecoense","fora","perdeu"
0,0,0.25,15,3,0.47,320,0.72,17,2,0,0,6,"16/10/19","qua","Chapecoense","fora","perdeu"
0,0,0.29,8,2,0.36,303,0.71,17,3,0,0,4,"26/10/19","seg","Chapecoense","fora","empatou"
0,0,0.31,13,5,0.32,258,0.7,14,3,0,0,5,"30/10/19","sáb","Chapecoense","fora","venceu"
0.08,1,0.3,10,3,0.29,222,0.62,14,3,0,0,4,"06/11/19","dom","Chapecoense","fora","empatou"
0.14,1,0.3,10,3,0.32,247,0.68,14,3,0,0,4,"24/11/19","ter","Chapecoense","fora","venceu"
0.14,1,0.29,10,2,0.33,247,0.68,15,3,0,0,4,"01/12/19","qua","Chapecoense","fora","perdeu"
0.07,1,0.13,7,2,0.33,247,0.75,16,3,0,0,4,"08/12/19","sex","Chapecoense","fora","empatou"
0.07,1,0.13,9,2,0.42,360,0.78,16,3,0,0,2,"06/06/21","qua","Chapecoense","fora","perdeu"
0.11,1,0.22,6,2,0.33,279,0.78,16,3,0,0,2,"16/06/21","ter","Chapecoense","fora","empatou"
0.14,1,0.43,7,3,0.48,363,0.78,13,2,0,2,2,"21/06/21","seg","Chapecoense","fora","empatou"
0.14,1,0.43,7,3,0.33,281,0.76,11,1,0,2,3,"27/06/21","seg","Chapecoense","fora","empatou"
0.14,1,0.42,12,3,0.38,313,0.72,13,1,0,2,5,"30/06/21","sex","Chapecoense","fora","perdeu"
0.17,2,0.42,12,5,0.36,281,0.72,15,1,0,2,7,"11/07/21","qui","Chapecoense","fora","perdeu"
0.17,2,0.42,12,5,0.36,262,0.68,16,3,0,2,5,"26/07/21","ter","Chapecoense","fora","perdeu"
0.08,1,0.31,9,4,0.36,262,0.68,16,3,0,2,1,"09/08/21","sex","Chapecoense","fora","perdeu"
0.08,1,0.31,7,2,0.46,474,0.81,15,3,0,1,1,"21/08/21","sáb","Chapecoense","fora","empatou"
0.12,1,0.29,7,2,0.46,474,0.81,15,3,0,1,1,"28/08/21","seg","Chapecoense","fora","empatou"
0.12,1,0.25,8,2,0.45,354,0.79,17,3,0,2,3,"11/09/21","qua","Chapecoense","fora","venceu"
0.09,1,0.25,15,2,0.44,354,0.79,17,2,0,2,5,"25/09/21","dom","Chapecoense","fora","perdeu"
0,0,0.13,15,2,0.44,354,0.79,17,2,0,1,5,"10/10/21","qui","Chapecoense","fora","perdeu"
0.09,2,0.27,10,4,0.44,387,0.81,14,2,0,1,6,"24/10/21","seg","Chapecoense","fora","perdeu"
0,0,0.11,10,1,0.47,422,0.81,14,1,0,1,7,"04/11/21","dom","Chapecoense","fora","empatou"
0,0,0.29,10,2,0.47,422,0.81,14,1,0,0,7,"01/11/21","qua","Chapecoense","fora","perdeu"
0,0,0.29,7,2,0.43,385,0.81,15,1,0,0,2,"17/11/21","ter","Chapecoense","fora","perdeu"
0,0,0.33,7,2,0.43,385,0.81,15,2,0,0,2,"30/11/21","qui","Chapecoense","fora","perdeu"
0,0,0.33,10,3,0.47,369,0.76,14,2,0,0,5,"09/12/21","seg","Chapecoense","fora","perdeu"
0.18,3,0.36,17,5,0.57,464,0.85,16,4,0,1,7,"01/06/19","ter","Flamengo","casa","venceu"
0.11,2,0.37,19,7,0.57,464,0.85,16,2,0,2,8,"14/07/19","sáb","Flamengo","casa","venceu"
0.2,3,0.38,21,8,0.65,561,0.89,16,1,0,2,9,"28/07/19","qua","Flamengo","casa","venceu"
0.2,3,0.38,21,8,0.65,561,0.89,16,1,0,0,8,"10/08/19","qui","Flamengo","casa","venceu"
0.2,3,0.33,18,5,0.63,506,0.86,14,4,0,0,5,"01/09/19","qua","Flamengo","casa","venceu"
0.2,3,0.33,15,5,0.63,506,0.86,15,4,0,0,4,"14/09/19","sex","Flamengo","casa","venceu"
0.17,3,0.28,12,4,0.58,506,0.86,15,2,0,0,3,"25/09/19","sex","Flamengo","casa","venceu"
0.14,3,0.33,12,4,0.66,594,0.88,16,2,0,1,3,"28/09/19","ter","Flamengo","casa","empatou"
0.08,1,0.33,17,7,0.62,531,0.84,20,2,0,1,6,"10/10/19","ter","Flamengo","casa","venceu"
0.14,3,0.33,19,7,0.67,594,0.88,16,1,0,1,9,"20/10/19","seg","Flamengo","casa","venceu"
0.12,2,0.44,17,7,0.62,531,0.84,20,3,0,0,9,"27/10/19","ter","Flamengo","casa","venceu"
0.12,2,0.39,18,7,0.64,605,0.89,20,1,0,0,9,"03/11/19","qua","Flamengo","casa","venceu"
0.12,2,0.39,16,7,0.64,605,0.88,20,1,0,1,8,"10/11/19","sex","Flamengo","casa","venceu"
0.14,3,0.38,18,7,0.67,605,0.88,12,1,0,1,8,"13/11/19","ter","Flamengo","casa","empatou"
0.25,4,0.36,16,5,0.68,526,0.85,12,1,0,1,8,"27/11/19","sex","Flamengo","casa","venceu"
0.15,4,0.36,21,7,0.67,526,0.85,13,2,0,0,11,"05/12/19","seg","Flamengo","casa","venceu"
0.29,4,0.36,21,7,0.68,553,0.88,18,2,0,0,8,"09/08/20","qui","Flamengo","casa","perdeu"
0.15,4,0.26,21,7,0.66,553,0.88,13,2,0,0,9,"19/08/20","ter","Flamengo","casa","empatou"
0.12,1,0.25,17,2,0.63,596,0.87,17,3,0,1,8,"23/08/20","dom","Flamengo","casa","empatou"
0.07,1,0.25,15,2,0.63,596,0.87,15,3,0,1,5,"05/09/20","ter","Flamengo","casa","venceu"
0.11,1,0.33,15,5,0.62,596,0.88,15,3,0,1,5,"04/10/20","qua","Flamengo","casa","venceu"
0.11,2,0.44,15,7,0.62,517,0.88,15,3,0,2,5,"07/10/20","sáb","Flamengo","casa","venceu"
0.19,3,0.44,16,7,0.62,517,0.88,14,1,0,2,8,"13/10/20","dom","Flamengo","casa","venceu"
0.19,3,0.44,16,7,0.63,562,0.85,14,1,0,1,8,"15/10/20","ter","Flamengo","casa","empatou"
0.06,2,0.44,19,10,0.66,572,0.85,14,1,0,1,8,"01/11/20","ter","Flamengo","casa","perdeu"
0.06,1,0.41,19,10,0.66,562,0.85,16,2,0,1,6,"14/11/20","qui","Flamengo","casa","empatou"
0.05,1,0.41,19,7,0.66,559,0.86,16,2,0,1,6,"21/11/20","sáb","Flamengo","casa","venceu"
0.06,1,0.39,20,7,0.62,559,0.88,16,2,0,1,6,"13/12/20","sex","Flamengo","casa","venceu"
0.13,3,0.35,20,7,0.62,559,0.88,15,2,0,1,6,"20/12/20","dom","Flamengo","casa","venceu"
0.25,4,0.33,16,5,0.56,457,0.86,16,1,0,2,6,"06/01/21","sáb","Flamengo","casa","perdeu"
0.25,4,0.33,16,5,0.56,457,0.86,12,1,0,2,7,"10/01/21","qui","Flamengo","casa","perdeu"
0.05,1,0.31,19,5,0.72,672,0.86,12,1,0,2,7,"21/01/21","qui","Flamengo","casa","venceu"
0.05,1,0.4,19,6,0.72,672,0.86,12,2,0,1,6,"04/02/21","sáb","Flamengo","casa","venceu"
0.12,2,0.35,17,6,0.61,530,0.86,19,2,0,1,6,"14/02/21","sex","Flamengo","casa","venceu"
0.13,2,0.36,15,6,0.61,530,0.85,21,1,0,1,4,"21/02/21","dom","Flamengo","casa","venceu"
0.14,2,0.36,14,5,0.61,530,0.86,21,1,0,3,4,"30/05/21","ter","Flamengo","casa","venceu"
0.14,2,0.4,14,5,0.62,503,0.86,21,2,0,3,3,"13/06/21","sex","Flamengo","casa","venceu"
0.1,2,0.4,14,6,0.62,503,0.87,21,2,0,3,3,"19/06/21","sex","Flamengo","casa","perdeu"
0.1,2,0.45,20,9,0.65,561,0.87,17,2,0,0,4,"23/06/21","qua","Flamengo","casa","venceu"
0.1,2,0.37,20,7,0.65,561,0.87,17,1,0,1,11,"04/07/21","qua","Flamengo","casa","perdeu"
0.1,2,0.37,20,7,0.67,561,0.87,15,2,0,0,11,"11/07/21","qui","Flamengo","casa","venceu"
0.08,2,0.29,21,7,0.67,579,0.88,18,2,0,0,11,"25/07/21","seg","Flamengo","casa","venceu"
0.08,2,0.29,21,7,0.67,579,0.88,19,3,0,0,7,"08/08/21","qui","Flamengo","casa","perdeu"
0.08,2,0.64,12,7,0.64,559,0.87,19,3,0,1,7,"15/08/21","sex","Flamengo","casa","venceu"
0.12,2,0.64,12,8,0.64,559,0.87,14,3,0,2,7,"19/09/21","sáb","Flamengo","casa","perdeu"
0,0,0.53,11,7,0.64,559,0.87,14,3,0,2,6,"03/10/21","ter","Flamengo","casa","venceu"
0.12,2,0.36,11,4,0.65,637,0.87,14,3,0,2,2,"13/10/21","seg","Flamengo","casa","venceu"
0.21,3,0.36,11,4,0.64,553,0.87,16,2,0,1,2,"17/10/21","sáb","Flamengo","casa","empatou"
0.21,3,0.36,14,4,0.71,691,0.87,13,2,0,1,6,"30/10/21","seg","Flamengo","casa","venceu"
0.12,1,0.38,14,4,0.64,553,0.86,17,2,0,1,6,"05/11/21","seg","Flamengo","casa","venceu"
0.09,1,0.3,16,4,0.52,480,0.85,12,2,0,1,9,"11/11/21","seg","Flamengo","casa","venceu"
0.12,2,0.35,17,6,0.52,480,0.85,14,2,0,3,8,"17/11/21","ter","Flamengo","casa","venceu"
0.09,2,0.3,22,6,0.57,493,0.85,14,1,0,3,8,"30/11/21","qui","Flamengo","casa","venceu"
0.13,2,0.33,17,6,0.57,493,0.84,15,1,0,3,8,"06/12/21","qui","Flamengo","casa","perdeu"
0.05,1,0.33,15,5,0.57,482,0.84,20,3,0,3,8,"17/04/22","sáb","Flamengo","casa","venceu"
0.13,2,0.42,15,5,0.53,427,0.87,20,3,0,3,5,"20/04/22","qua","Flamengo","casa","empatou"
0,0,0.42,17,4,0.57,444,0.87,17,3,0,2,5,"08/05/22","qui","Flamengo","casa","perdeu"
